_id,author,category,createdAt,description,level,name,numReviews,numberofvedio,numnberofenroll,reviews,thumbnail
64f28f8872198c7979d3706d,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:36.170Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,How To Maximize Your Profits Trading Options,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8872198c7979d37078,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:36.510Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Trading Penny Stocks: A Guide for All Levels In 2017,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8872198c7979d37083,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:36.840Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Investing And Trading For Beginners: Mastering Price Charts,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8972198c7979d3708e,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:37.172Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,"Trading Stock Chart Patterns For Immediate, Explosive Gains",0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8972198c7979d37099,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:37.510Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Options Trading 3 : Advanced Stock Profit and Success Method,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8972198c7979d370a4,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:37.858Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,The Only Investment Strategy You Need For Your Retirement,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8a72198c7979d370af,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:38.193Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,"Forex Trading Secrets of the Pros With Amazon's AWS",0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8a72198c7979d370ba,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:38.538Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Trading Options With Money Flow,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8a72198c7979d370c5,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:38.885Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Financial Management Risk and Return For Securities,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8b72198c7979d370d0,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:39.224Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Forex Trading Course: Work Smarter Not Harder Proven Results,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8b72198c7979d370db,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:39.584Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Python Algo Trading: Sentiment Trading with News,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8b72198c7979d370e6,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:39.930Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Short Selling: Learn To Sell Stocks Before The Fall,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8c72198c7979d370f1,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:40.276Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Basic Technical Analysis: Learn the structure of the market,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8c72198c7979d370fc,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:40.618Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,The Complete Chart Pattern Trading Course: A Proven Approach,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8c72198c7979d37107,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:40.956Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,7 Deadly Mistakes of Investing that Will Slash Your Profits!,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8d72198c7979d37112,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:41.293Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Financial Statements Made Easy,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8d72198c7979d3711d,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:41.641Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Winning Forex Trading with Live Forex Trading Examples,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8d72198c7979d37128,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:41.971Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Forex Traders - Create Your First Trading Robot. No Coding!,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8e72198c7979d37133,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:42.301Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Create A Business From Home Trading Stocks Today In 2017,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8e72198c7979d3713e,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:42.631Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Introduction to Accounting : Mastering Financial Statements,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8e72198c7979d37149,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:42.959Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,The Complete Ethereum Course: Get .01 Ether In Your Wallet,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8f72198c7979d37154,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:43.313Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Beginner to Pro in PowerPoint: Complete PowerPoint Training,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8f72198c7979d3715f,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:43.646Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Investing 101: The Complete Online Investing Course,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f8f72198c7979d3716a,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:43.974Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9072198c7979d37175,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:44.316Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9072198c7979d37180,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:44.644Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Forex Trading: Your Complete Guide to Get Started Like a Pro,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9072198c7979d3718b,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:44.975Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Python Algo Stock Trading: Automate Your Trading!,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9172198c7979d37196,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:45.305Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,THE Forex Robot: Incredible ROI (Robot Included),0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9172198c7979d371a1,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:45.644Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9172198c7979d371ac,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:45.984Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Mastering High Probability Iron Condor Options Trading,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9272198c7979d371b7,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:46.324Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,The Complete Short Course on Ethereum,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9272198c7979d371c2,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:46.693Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Options Trading Stocks: Proven Toolbox For Financial Success,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9372198c7979d371cd,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:47.028Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9372198c7979d371d8,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:47.363Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,"Introduction to Finance, Accounting, Modeling and Valuation",0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9372198c7979d371e3,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:47.690Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Beginner to Pro in Excel: Financial Modeling and Valuation,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9472198c7979d371ee,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:48.017Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,The Complete Investment Banking Course 2017,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9472198c7979d371f9,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:48.345Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,The Complete Financial Analyst Course 2017,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9472198c7979d37204,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:48.671Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Python for Finance: Investment Fundamentals & Data Analytics,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9472198c7979d3720f,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:48.998Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Financial Modeling for Startups & Small Businesses,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9572198c7979d3721a,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:49.327Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Options Trading - How to Win with Weekly Options,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9572198c7979d37225,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:49.650Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Black Algo Trading: Build Your Trading Robot,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9572198c7979d37230,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:49.978Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Accounting & Financial Statement Analysis: Complete Training,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9672198c7979d3723b,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:50.306Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Cryptocurrency Trading: Complete Guide To Trading Altcoins,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9672198c7979d37246,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:50.636Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9672198c7979d37251,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:50.975Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Three Steps Trading - Live Trading - Real Account,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9772198c7979d3725c,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:51.308Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Option Trading for Rookies:  Understand Options Completely,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9772198c7979d37267,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:51.645Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,How I Learned Stock Trading (and How You Can Too),0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9872198c7979d37272,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:52.012Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Learn to Trade for Profit: Find and Trade Winning Stocks,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9872198c7979d3727d,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:52.351Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9872198c7979d37288,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:52.692Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Four Fundamentals of Financial Planning,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9972198c7979d37293,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:53.030Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Options Trading - Calendar Spread Course for Every Trader,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9972198c7979d3729e,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:53.355Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Dividend Investing: Build Your Portfolio for a Better Future,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9972198c7979d372a9,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:53.680Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Learn Accounting. Understand Business.,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9a72198c7979d372b4,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:54.011Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,How to Consistently Win Trading Stocks in 30 Days or Less,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9a72198c7979d372bf,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:54.340Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,"A Beginner's Guide to Quantopian Futures API",0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9a72198c7979d372ca,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:54.669Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,How to Buy Cheap Options - Options Trading Pricing Model,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9a72198c7979d372d5,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:55.000Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Excel Crash Course: Master Excel for Financial Analysis,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9b72198c7979d372e0,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:55.339Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,"Comprehensive Guide to Financial Markets, Investing &Trading",0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9b72198c7979d372eb,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:55.678Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Stock Trading Ninja: Complete System For Trading Success,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9c72198c7979d372f6,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:56.009Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Hedge and Mutual Fund Careers: The Complete Guide,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9c72198c7979d37301,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:56.336Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Algorithmic Trading In Forex: Create Your First Forex Robot!,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9c72198c7979d3730c,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:56.661Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,The Power Modeling Bootcamp: Advanced Excel in 10 Days,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9c72198c7979d37317,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:56.989Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,Options Trading Basics (3-Course Bundle),0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9d72198c7979d37322,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:57.321Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,How to Win 97% of Your Options Trades,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
64f28f9d72198c7979d3732d,6461abc29378d1e130fb16ba,64a4e304610000aeed38a1ec,2023-09-02T01:27:57.651Z,"Intro to React: Component-based UI, state management, JSX syntax for dynamic web app development",Intermediate,How I Make Consistent Returns Trading Options,0,4,0,[],https://res.cloudinary.com/dmox5rnsj/image/upload/v1693568116/react.js-img_m0j2ue.png
